Bathurst City,-65.62819255,47.62596054
Beresford Town,-65.6962308,47.71109895
Shippagan Town,-64.7229565,47.7397131
Petit-Rocher Village,-65.72315435,47.78465045
Belledune Village,-65.92776305,47.9148845
Bas-Caraquet Village,-64.8310934,47.7831535
Lameque Village,-64.6236565,47.81091645
Saint-Leolin Village,-65.17945085,47.7687332
